Key,russian
ulm_research_revolver_5,"Вы можете создать [decea3]Револьвер уровня 5[-]. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_rifle_AK47,"Винтовка: AK47"
ulm_research_rifle_AK47_1,"Вы можете создать [decea3]Винтовку: AK47[-]."
ulm_research_rifle_AK47_2,"Вы можете создать [decea3]Винтовку уровня 2[-]: AK47. Создавайте ее на [decea3]10%[-] быстрее."
ulm_research_rifle_AK47_3,"Вы можете создать [decea3]Винтовку 3-го уровня[-]: AK47. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_rifle_AK47_4,"Вы можете создать [decea3]Винтовку уровня 4[-]: AK47. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_rifle_AK47_5,"Вы можете создать [decea3]Tier 5[-] Rifle: AK47. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_rifle_hunting,"Охотничья винтовка."
ulm_research_rifle_hunting_1,"Вы можете создать [decea3]Охотничью винтовку[-]."
ulm_research_rifle_hunting_2,"Вы можете создать [decea3]Охотничью винтовку уровня 2[-]. Создавайте ее на [decea3]10%[-] быстрее."
ulm_research_rifle_hunting_3,"Вы можете создать [decea3]Tier 3[-] Hunting Rifle. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_rifle_hunting_4,"Вы можете создать [decea3]Tier 4[-] Hunting Rifle. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_rifle_hunting_5,"Вы можете создать [decea3]Tier 5[-] Hunting Rifle. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_rifle_MR10,"Винтовка: MR10"
ulm_research_rifle_MR10_1,"Вы можете создать [decea3]Винтовку: MR10[-]."
ulm_research_rifle_MR10_2,"Вы можете создать [decea3]Винтовку уровня 2[-]: MR10. Создавайте ее на [decea3]10%[-] быстрее."
ulm_research_rifle_MR10_3,"Вы можете создать [decea3]Tier 3[-] Rifle: MR10. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_rifle_MR10_4,"Вы можете создать [decea3]Tier 4[-] Rifle: MR10. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_rifle_MR10_5,"Вы можете создать [decea3]Tier 5[-] Rifle: MR10. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_rocket_launcher,"Ракетная установка."
ulm_research_rocket_launcher_1,"Вы можете создать [decea3]Rocket Launcher[-]."
ulm_research_rocket_launcher_2,"Вы можете создать [decea3]Ракетную установку 2-го уровня[-]. Создавайте ее на [decea3]10%[-] быстрее."
ulm_research_rocket_launcher_3,"Вы можете создать [decea3]Tier 3[-] Rocket Launcher. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_rocket_launcher_4,"Вы можете создать [decea3]Tier 4[-] Rocket Launcher. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_rocket_launcher_5,"Вы можете создать [decea3]Tier 5[-] Rocket Launcher. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_shotgun,"Дробовик."
ulm_research_shotgun_1,"Вы можете создать [decea3]Дробовик[-]."
ulm_research_shotgun_2,"Вы можете создать [decea3]Дробовик 2-го уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_shotgun_3,"Вы можете создать [decea3]Tier 3[-] Shotgun. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_shotgun_4,"Вы можете создать [decea3]Tier 4[-] Shotgun. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_shotgun_5,"Вы можете создать [decea3]Tier 5[-] Shotgun. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_shovel_steel,"Стальная лопата"
ulm_research_shovel_steel_1,"Вы можете создать [decea3]Стальную лопату[-]."
ulm_research_shovel_steel_2,"Вы можете создать [decea3]Стальную лопату уровня 2[-]. Она создается на [decea3]10%[-] быстрее."
ulm_research_shovel_steel_3,"Вы можете создать [decea3]Стальную лопату 3-го уровня[-]. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_shovel_steel_4,"Вы можете создать [decea3]Стальную лопату 4-го уровня. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_shovel_steel_5,"Вы можете создать [decea3]Стальную лопату 5-го уровня. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_sledgehammer_iron,"Железная кувалда."
ulm_research_sledgehammer_iron_1,"Вы можете изготовить [decea3]Железную кувалду[-]."
ulm_research_sledgehammer_iron_2,"Вы можете создать [decea3]Железную кувалду 2 уровня[-]. Она создается на [decea3]10%[-] быстрее."
ulm_research_sledgehammer_iron_3,"Вы можете создать [decea3]Tier 3[-] Iron Sledgehammer. Вы можете изготовить ее на [decea3]20%[-] быстрее."
ulm_research_sledgehammer_iron_4,"Вы можете создать [decea3]Tier 4[-] Iron Sledgehammer. Вы можете изготовить ее на [decea3]30%[-] быстрее."
ulm_research_sledgehammer_iron_5,"Вы можете создать [decea3]Tier 5[-] Iron Sledgehammer. Вы можете изготовить ее на [decea3]40%[-] быстрее."
ulm_research_smg,"Пистолет-пулемет: SMG5"
ulm_research_smg_1,"Вы можете создать [decea3]Пистолет-пулемет: SMG5[-]."
ulm_research_smg_2,"Вы можете создать [decea3]Пистолет-пулемет уровня 2[-]: SMG5. Вы можете создать его на [decea3]10%[-] быстрее."
ulm_research_smg_3,"Вы можете создать [decea3]Tier 3[-] Submachine Gun: SMG5. Вы можете создать его на [decea3]20%[-] быстрее."
ulm_research_smg_4,"Вы можете создать [decea3]Tier 4[-] Submachine Gun: SMG5. Вы можете создать его на [decea3]30%[-] быстрее."
ulm_research_smg_5,"Вы можете создать [decea3]Tier 5[-] Submachine Gun: SMG5. Вы можете создать его на [decea3]40%[-] быстрее."
ulm_research_tablesaw,"Настольная пила."
ulm_research_tablesaw_1,"Вы можете создать [decea3]Настольную пилу[-]."
ulm_research_workbench,"Верстак."
