Key,English
ulmLightFluorescentPOIVariantHelper,"Fluorescent Light (POI)"
ulmLightGooseneckWhitePlayer,"Gooseneck Light (White)"
ulmLightGooseneckBrownPlayer,"Gooseneck Light (Brown)"
ulmLightGooseneckRedPlayer,"Gooseneck Light (Red)"
ulmLightGooseneckOrangePlayer,"Gooseneck Light (Orange)"
ulmLightGooseneckYellowPlayer,"Gooseneck Light (Yellow)"
ulmLightGooseneckGreenPlayer,"Gooseneck Light (Green)"
ulmLightGooseneckBluePlayer,"Gooseneck Light (Blue)"
ulmLightGooseneckPurplePlayer,"Gooseneck Light (Purple)"
ulmLightGooseneckGreyPlayer,"Gooseneck Light (Grey)"
ulmLightGooseneckBlackPlayer,"Gooseneck Light (Black)"
ulmLightGooseneckPinkPlayer,"Gooseneck Light (Pink)"
ulmLightGooseneckArmyGreenPlayer,"Gooseneck Light (Army Green)"
ulmLightGooseneckPOIVariantHelper,"Gooseneck Light (POI)"
ulmLightGooseneckVariantHelper,"Gooseneck Light"
ulmLightHoodRangeWhitePlayer,"Kitchen Vent Hood White"
ulmLightHoodRangeYellowPlayer,"Kitchen Vent Hood Yellow"
ulmLightHoodRangeGreenPlayer,"Kitchen Vent Hood Green"
ulmLightHoodRangeGreyPlayer,"Kitchen Vent Hood Grey"
ulmLightHoodRangeBlackPlayer,"Kitchen Vent Hood Black"
ulmLightHoodRangeVariantHelper,"Kitchen Vent Hood"
ulmLightIndustrialWhitePlayer,"Industrial Hanging Light (White)"
ulmLightIndustrialBrownPlayer,"Industrial Hanging Light (Brown)"
ulmLightIndustrialGreyPlayer,"Industrial Hanging Light (Grey)"
ulmLightIndustrialBlackPlayer,"Industrial Hanging Light (Black)"
ulmLightIndustrialVariantHelper,"Industrial Hanging Light"
ulmLightIndustrialPOIVariantHelper,"Industrial Lights (POI)"
ulmLightIndustrialWallPlayer,"Wall Industrial Light"
ulmLightLanternPOIVariantHelper,"Lantern (POI)"
ulmLightLanternOldPOIVariantHelper,"Old Lantern (POI)"
ulmLightPanelLEDWhitePlayer,"LED Panel Light (White)"
ulmLightPanelLEDSilverPlayer,"LED Panel Light (Silver)"
ulmLightPanelLEDGreyPlayer,"LED Panel Light (Grey)"
ulmLightPanelLEDBlackPlayer,"LED Panel Light (Black)"
ulmLightPanelLEDOffsetWhitePlayer,"LED Panel Light (White, Offset)"
ulmLightPanelLEDOffsetSilverPlayer,"LED Panel Light (Silver, Offset)"
ulmLightPanelLEDOffsetGreyPlayer,"LED Panel Light (Grey, Offset)"
ulmLightPanelLEDOffsetBlackPlayer,"LED Panel Light (Black, Offset)"
ulmLightPanelLEDOffset02WhitePlayer,"LED Panel Light (White, Offset 2)"
ulmLightPanelLEDOffset02SilverPlayer,"LED Panel Light (Silver, Offset 2)"
ulmLightPanelLEDOffset02GreyPlayer,"LED Panel Light (Grey, Offset 2)"
ulmLightPanelLEDOffset02BlackPlayer,"LED Panel Light (Black, Offset 2)"
ulmLightPanelLEDVariantHelper,"LED Panel Light"
ulmLightPanelLEDPOIVariantHelper,"LED Panel Light (POI)"
ulmLightPorchWhitePlayer,"Porch Light (White)"
ulmLightPorchBrownPlayer,"Porch Light (Brown)"
ulmLightPorchYellowPlayer,"Porch Light (Yellow)"
ulmLightPorchGreenPlayer,"Porch Light (Green)"
ulmLightPorchGreyPlayer,"Porch Light (Grey)"
ulmLightPorchBlackPlayer,"Porch Light (Black)"
ulmLightPorchVariantHelper,"Porch Light"
ulmLightPorchPOIVariantHelper,"Porch Light (POI)"
ulmLightRecessedPlayer,"Recessed Light"
ulmLightRecessed2x2Player,"Recessed Light (2x2)"
ulmLightRecessedOffsetPlayer,"Recessed Light (Offset)"
ulmLightRecessed2x2OffsetPlayer,"Recessed Light (2x2, Offset)"
ulmLightRecessedVariantHelper,"Recessed Light"
ulmLightRecessedPOIVariantHelper,"Recessed Lights (POI)"
ulmLightRoadBarricadePlayer,"Lit Road Barricade"
ulmLightRoadBarricadePlayerDesc,"Has built in battery for generating enough power to keep the lights on."
ulmLightSconcePlayer,"Sconce Light"
ulmLightSconce_2x1Player,"Sconce Light (2x1)"
ulmLightSconceVariantHelper,"Sconce Light"
ulmLightSconcePOIVariantHelper,"Sconce Light (POI)"
ulmLightSearchLightsPole,"Searchlights Pole"
ulmLightSignExitPlayer,"Exit Sign"
ulmLightSignExitOffsetPlayer,"Exit Sign Offset"
ulmLightSignExitFrameMountPlayer,"Exit Sign Frame Mount"
ulmLightSignExitFrameMountHighPlayer,"Exit Sign Frame Mount High"
ulmLightSignExitFrameMount2mCenteredPlayer,"Exit Sign Frame Mount 2m Centered"
ulmLightSignExitFrameMountHigh2mCenteredPlayer,"Exit Sign Frame Mount 2m Centered High"
ulmLightSignExitWallMountPlayer,"Exit Sign Wall Mount"
ulmLightSignExitWallMountHighPlayer,"Exit Sign Wall Mount High"
ulmLightSignExitVariantHelper,"Exit Sign"
ulmLightSignOpenPlayer,"Open Sign"
ulmLightSignOpenWallMountChainPlayer,"Open Sign (Wall Mount Chain)"
ulmLightSignOpenSideMountPlayer,"Open Sign (Wall Mount Frame)"
ulmLightSignOpenCeilingMountPlayer,"Open Sign (Side Mount)"
ulmLightSignOpenVariantHelper,"Open Sign"
ulmLightSignNeonColdBeerPlayer,"Cold Beer Sign"
ulmLightSignPillsLogoPlayer,"Large Pills Logo Light"
ulmLightSignPillsLogoSmallPlayer,"Pills Logo Light"
ulmLightStreetLampClassicPlayer,"Classic Street Light"
ulmLightStreetLightsPOIVariantHelper,"Street Lights (POI)"
ulmLightTableLamp01WhitePlayer,"Table Lamp (White)"
ulmLightTableLamp01BrownPlayer,"Table Lamp (Brown)"
ulmLightTableLamp01RedPlayer,"Table Lamp (Red)"
ulmLightTableLamp01OrangePlayer,"Table Lamp (Orange)"
ulmLightTableLamp01YellowPlayer,"Table Lamp (Yellow)"
ulmLightTableLamp01GreenPlayer,"Table Lamp (Green)"
ulmLightTableLamp01BluePlayer,"Table Lamp (Blue)"
ulmLightTableLamp01PurplePlayer,"Table Lamp (Purple)"
ulmLightTableLamp01GreyPlayer,"Table Lamp (Grey)"
ulmLightTableLamp01BlackPlayer,"Table Lamp (Black)"
ulmLightTableLamp01PinkPlayer,"Table Lamp (Pink)"
ulmLightTableLamp01CenteredWhitePlayer,"Table Lamp (Centered, White)"
ulmLightTableLamp01CenteredBrownPlayer,"Table Lamp (Centered, Brown)"
ulmLightTableLamp01CenteredRedPlayer,"Table Lamp (Centered, Red)"
ulmLightTableLamp01CenteredOrangePlayer,"Table Lamp (Centered, Orange)"
ulmLightTableLamp01CenteredYellowPlayer,"Table Lamp (Centered, Yellow)"
ulmLightTableLamp01CenteredGreenPlayer,"Table Lamp (Centered, Green)"
ulmLightTableLamp01CenteredBluePlayer,"Table Lamp (Centered, Blue)"
ulmLightTableLamp01CenteredPurplePlayer,"Table Lamp (Centered, Purple)"
ulmLightTableLamp01CenteredGreyPlayer,"Table Lamp (Centered, Grey)"
ulmLightTableLamp01CenteredBlackPlayer,"Table Lamp (Centered, Black)"
ulmLightTableLamp01CenteredPinkPlayer,"Table Lamp (Centered, Pink)"
ulmLightTableLamp01TippedOverWhitePlayer,"Table Lamp (Tipped Over, White)"
ulmLightTableLamp01TippedOverBrownPlayer,"Table Lamp (Tipped Over, Brown)"
ulmLightTableLamp01TippedOverRedPlayer,"Table Lamp (Tipped Over, Red)"
ulmLightTableLamp01TippedOverOrangePlayer,"Table Lamp (Tipped Over, Orange)"
ulmLightTableLamp01TippedOverYellowPlayer,"Table Lamp (Tipped Over, Yellow)"
ulmLightTableLamp01TippedOverGreenPlayer,"Table Lamp (Tipped Over, Green)"
ulmLightTableLamp01TippedOverBluePlayer,"Table Lamp (Tipped Over, Blue)"
ulmLightTableLamp01TippedOverPurplePlayer,"Table Lamp (Tipped Over, Purple)"
ulmLightTableLamp01TippedOverGreyPlayer,"Table Lamp (Tipped Over, Grey)"
ulmLightTableLamp01TippedOverBlackPlayer,"Table Lamp (Tipped Over, Black)"
ulmLightTableLamp01TippedOverPinkPlayer,"Table Lamp (Tipped Over, Pink)"
ulmLightTableLamp01VariantHelper,"Table Lamp"
ulmLightTableLamp01POIVariantHelper,"Table Lamp (POI)"
ulmLightTrackPlayer,"Track Light"
ulmLightWorkLampWhitePlayer,"Work Light (White)"
ulmLightWorkLampBrownPlayer,"Work Light (Brown)"
ulmLightWorkLampRedPlayer,"Work Light (Red)"
ulmLightWorkLampOrangePlayer,"Work Light (Orange)"
ulmLightWorkLampYellowPlayer,"Work Light (Yellow)"
ulmLightWorkLampGreenPlayer,"Work Light (Green)"
ulmLightWorkLampGreyPlayer,"Work Light (Grey)"
ulmLightWorkLampBlackPlayer,"Work Light (Black)"
ulmLightWorkLampArmyGreenPlayer,"Work Light (Army Green)"
ulmLightWorkLampVariantHelper,"Work Light"
ulmLightWorkLampPOIVariantHelper,"Work Light (POI)"
ulmLooseTrapBlockVariantHelper,"Lose Trap Blocks"
ulmLogWallVariantHelper,"Log Wall"
ulmMetalCatwalkVariantHelper,"Metal Catwalk"
ulmMinesPOIVariantHelper,"Mines"
ulmMotionSensorPOIVariantHelper,"Security Camera (POI)"
ulmNewspaperRubbishGarbageTrashBloodVariantHelper,"Newspaper, Rubbish, Blood Debris (POI)"
ulmPaintinsPicturesPostersPOIVariantHelper,"Paintings, Pictures and Posters (POI)"
ulmPalletBagBlankVariantHelper,"Bulk Goods Pallet"
ulmPalletBagConcreteVariantHelper,"Bulk Concrete Pallet"
ulmPalletBagCowFeedVariantHelper,"Bulk CowFeed Pallet"
ulmPalletBagFertilizerVariantHelper,"Bulk Fertilizer Pallet"
ulmPalletBagFlourVariantHelper,"Bulk Flour Pallet"
ulmPalletBagSandVariantHelper,"Bulk Sand Pallet"
ulmPalletBrickVariantHelper,"Brick Pallet"
ulmPalletBrownBoxesVariantHelper,"Stacked Boxes"
ulmPalletCansVariantHelper,"Recycled Cans Pallet"
ulmPalletCartonMilitaryVariantHelper,"Military Pallet"
ulmPalletElectronicsTvVariantHelper,"Electronics Pallet (TV)"
ulmPalletEmptyVariantHelper,"Empty Pallets"
ulmPalletTarpBaseVariantHelper,"Tarp Pallet"
ulmParkingBlockVariantHelper,"Parking Block"
ulmPipeFireHazardPOIVariantHelper,"Pipe Fire Hazard (POI)"
ulmPipeSmallValveSwitchPOIVariantHelper,"Pipe with Valve Switch (POI)"
ulmPlantGrowLightPowered,"Grow Light"
ulmPlantGrowLightPoweredDesc,"Provides constant lights for crops, allowing them to continue growing in the night or in enclosed spaces without any direct sunlight."
ulmPortaPottyVariantHelper,"Portable Toilet"
ulmPowerSwitchPOIVariantHelper,"Power Switch/Button (POI)"
ulmPropaneTank,"Propane Tank"
ulmPropaneTankDesc,"A sturdy metal canister, that can hold highly flammable gas inside."
ulmPropaneTankSmallWhite,"Small Propane Tank (White, Centered)"
ulmPropaneTankSmallWhiteOffset,"Small Propane Tank (White, Offset)"
ulmPropaneTankSmallWhiteCorner,"Small Propane Tank (White, Corner)"
ulmPropaneTankSmallWhiteSideways,"Small Propane Tank (White, Sideways)"
ulmPropaneTankSmallVariantHelper,"Small Propane Tank"
ulmPropaneTankMediumGrey,"Medium Propane Tank (Grey, Centered)"
ulmPropaneTankMediumGreyOffset,"Medium Propane Tank (Grey, Offset)"
ulmPropaneTankMediumGreyCorner,"Medium Propane Tank (Grey, Corner)"
ulmPropaneTankMediumRed,"Medium Propane Tank (Red, Centered)"
ulmPropaneTankMediumRedOffset,"Medium Propane Tank (Red, Offset)"
ulmPropaneTankMediumRedCorner,"Medium Propane Tank (Red, Corner)"
ulmPropaneTankMediumVariantHelper,"Medium Propane Tank"
ulmRailingIron,"Iron Railing"
ulmRailingIronDouble,"Wide Iron Railing"
ulmRailingIronVariantHelper,"Iron Railings"
ulmRailingIronVariantHelperDesc,"[decea3]Has multiple shapes[-]\nA selection of railings made out of Iron."
ulmRailingSteelMiddleA,"Steel Railing A"
ulmRailingSteelMiddleB,"Steel Railing B"
ulmRailingSteelMiddleC,"Steel Railing C"
ulmRailingSteelAL,"Steel Railing D"
ulmRailingSteelAR,"Steel Railing E"
ulmRailingSteelBL,"Steel Railing Left Cap"
ulmRailingSteelBR,"Steel Railing Right Cap"
ulmRailingSteelOuter,"Steel Railing Outer Corner"
ulmRailingSteelInner,"Steel Railing Inner Corner"
ulmRailingSteelVariantHelper,"Steel Railings"
ulmRailingSteelVariantHelperDesc,"[decea3]Has multiple shapes[-]\nA selection of decorative railings made out of Steel."
ulmRailingTitaniumMiddleA,"Titanium Railing A"
ulmRailingTitaniumMiddleB,"Titanium Railing B"
ulmRailingTitaniumMiddleC,"Titanium Railing C"
ulmRailingTitaniumAL,"Titanium Railing D"
ulmRailingTitaniumAR,"Titanium Railing E"
ulmRailingTitaniumBL,"Titanium Railing Left Cap"
ulmRailingTitaniumBR,"Titanium Railing Right Cap"
ulmRailingTitaniumOuter,"Titanium Railing Outer Corner"
ulmRailingTitaniumInner,"Titanium Railing Inner Corner"
ulmRailingTitaniumVariantHelper,"Titanium Railings"
ulmRailingTitaniumVariantHelperDesc,"[decea3]Has multiple shapes[-]\nA selection of decorative railings made out of Titanium."
ulmRestaurantBoothVariantHelper,"Restaurant Booth Chair"
ulmRoadsideGuardrailVariantHelper,"Roadside Guardrail"
ulmRocksOreBouldersVariantHelper,"Rocks and Ore Boulders (POI)"
ulmRopeVariantHelper,"Rope (Climbable)"
ulmRubbleWoodBrickCementConcretePile,"Rubble Pile"
ulmSatelliteDishUnitVariantHelper,"Satellite Dish"
ulmSchoolDeskVariantHelper,"School Desk"
ulmSchoolSeatVariantHelper,"School Seat"
ulmSchoolStackedSeatsVariantHelper,"Stacked School Seats"
ulmScreenCurtainDividerVariantHelper,"Screen Curtain Divider"
ulmSecurityGatePlateVariantHelper,"Security Gate"
ulmSignConsoleScreen,"Console Screen"
ulmSignConsoleScreenDesc,"You can customize text displayed on this console."
ulmSignConsoleScreenCentered,"Console Screen, Centered"
ulmSignConsoleScreenCenteredDesc,"You can customize text displayed on this console."
ulmSignConsoleScreenVariantHelper,"Console Screens"
ulmSignConsoleScreenVariantHelperDesc,"[decea3]Has multiple shapes[-]\nInformation consoles on which you can write your custom messages on."
ulmSignMonitorScreenStand,"Info Screen"
ulmSignMonitorScreenStandDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenStandCentered,"Info Screen"
ulmSignMonitorScreenStandCenteredDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenStandBottom,"Info Screen"
ulmSignMonitorScreenStandBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallBottom,"Info Screen"
ulmSignMonitorScreenSmallBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallCenter,"Info Screen"
ulmSignMonitorScreenSmallCenterDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenSmallTop,"Info Screen"
ulmSignMonitorScreenSmallTopDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeBottom,"Large Info Screen"
ulmSignMonitorScreenLargeBottomDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeCenter,"Large Info Screen"
ulmSignMonitorScreenLargeCenterDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreenLargeTop,"Large Info Screen"
ulmSignMonitorScreenLargeTopDesc,"You can customize text displayed on this screen."
ulmSignMonitorScreensVariantHelper,"Info Screens"
ulmSignMonitorScreensVariantHelperDesc,"[decea3]Has multiple shapes[-]\nVarious information screens on which you can write your custom messages on."
ulmSignVariantHelper,"Signs (POI)"
ulmSleeperFirefighter,"Firefighter [Sleeper]"
ulmSleeperScorpionBlood,"Blood Scorpion [Sleeper]"
ulmSleeperScorpionRadiatedBoss,"Radiated Scorpion Boss [Sleeper]"
ulmSleeperVariantHelper,"Sleeper Spawner (POI)"
ulmShippingContainerDoorWhite,"Shipping Container Door White"
ulmShippingContainerDoorWhitePicked,"Shipping Container Door White\n[808080](Picked)[-]"
ulmShippingContainerDoorGreen,"Shipping Container Door Green"
ulmShippingContainerDoorGreenPicked,"Shipping Container Door Green\n[808080](Picked)[-]"
ulmShippingContainerDoorBlue,"Shipping Container Door Blue"
ulmShippingContainerDoorBluePicked,"Shipping Container Door Blue\n[808080](Picked)[-]"
ulmShippingContainerDoorOrange,"Shipping Container Door Orange"
ulmShippingContainerDoorOrangePicked,"Shipping Container Door Orange\n[808080](Picked)[-]"
ulmShippingContainerVariantHelper,"Shipping Container"
ulmSpotlightPOIVariantHelper,"Spotlight (POI)"
ulmSpotlightScrapPlayer,"Scrap Spotlight"
ulmStationArtisan_1,"Artisan's Table"
ulmStationArtisan_1Desc,"Workplace for crafting various kinds of building and decorative blocks."
ulmStationArtisan_2,"Artisan's Table (Tier 2)"
ulmStationArtisan_2Desc,"Improved workplace for crafting various kinds of building and decorative blocks."
ulmStationBallistics_1,"Ballistics Table"
ulmStationBallistics_1Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationBallistics_2,"Ballistics Table (Tier 2)"
ulmStationBallistics_2Desc,"Workplace for handling, assembling and crafting ammo."
ulmStationCarpenter_1,"Carpenter's Table"
ulmStationCarpenter_1Desc,"Workplace for crafting wood based items and furniture."
ulmStationCarpenter_2,"Carpenter's Table (Tier 2)"
ulmStationCarpenter_2Desc,"[decea3]10%[-] Less Resources Used\n[decea3]15%[-] Faster Crafting. Less wasteful crafting: yield more resources."
ulmStationCarpenter_3,"Carpenter's Table (Tier 3)"
ulmStationCarpenter_3Desc,"[decea3]20%[-] Less Resources Used\n[decea3]30%[-] Faster Crafting. Less wasteful crafting: yield even more resources."
ulmStationCementMixerPowered,"Cement Mixer"
ulmStationCementMixerPoweredDesc,"Helps you craft materials like concrete, gravel, stone or asphalt."
ulmStationChemistry_1,"Chemistry Station"
ulmStationChemistry_1Desc,"Mix and brew all sorts of basic mixtures and chemicals."
ulmStationChemistry_2,"Chemistry Station (Tier 2)"
ulmStationChemistry_2Desc,"Mix and brew all sorts of advanced mixtures and chemicals."
ulmStationChemistry_3,"Chemistry Station (Tier 3)"
ulmStationChemistry_3Desc,"Mix and brew all sorts of most complex mixtures and chemicals."
ulmStationChemistryCollapsed,"Collapsed Chemistry Station"
ulmStationChemistryCollapsedDesc,"Mix and brew all sorts of mixtures and chemicals."
ulmStationChemistryRandomHelper,"[Chemistry Station RH]"
ulmStationDataResequencerPowered,"Data Resequencer"
ulmStationDataResequencerPoweredDesc,"Allows ability to resequence one form of Research Data into another form of Research Data."
ulmStationEvent_1,"Festivity Deco Station"
ulmStationEvent_1Desc,"Workplace for crafting various festivity event related decorations."
ulmStationForge_1,"Blacksmith's Forge"
ulmStationForge_1Desc,"Workplace for processing various metal bits and ingots."
ulmStationForge_2,"Blacksmith's Forge (Tier 2)"
ulmStationForge_2Desc,"Workplace for processing various metal bits and ingots, including steel."
ulmStationForge_3,"Blacksmith's Forge (Tier 3)"
ulmStationForge_3Desc,"Workplace for processing various metal bits and ingots, including titanium."
ulmStationFurnace_1,"Furnace"
ulmStationFurnace_1Desc,"Workplace for crafting metal ingots, bricks and cement."
ulmStationFurnace_2Powered,"Electric Furnace"
ulmStationFurnace_2PoweredDesc,"Allows smelting of Silver and Steel into ingots. Requires Power to function."
ulmStationFurnace_3Powered,"Blast Furnace"
ulmStationFurnace_3PoweredDesc,"Allows smelting of Gold, Titanium and advanced alloys into ingots. Requires Power to function."
ulmStationItemChargerPowered,"Charging Station"
ulmStationItemChargerPoweredDesc,"Allows you to charge handheld items or mods, that requires power charges to function."
ulmStationKiln_1,"Kiln"
ulmStationKiln_1Desc,"Workplace for crafting Charcoal or Bricks."
ulmStationMaintenance_1,"Maintenance Station"
ulmStationMaintenance_1Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_2,"Maintenance Station (Tier 2)"
ulmStationMaintenance_2Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_3,"Maintenance Station (Tier 3)"
ulmStationMaintenance_3Desc,"Allows repair and upgrade of items"
ulmStationMaintenance_4,"Maintenance Station (Tier 4)"
ulmStationMaintenance_4Desc,"Allows repair and upgrade of items"
ulmStationMechanic_1,"Mechanic's Table"
ulmStationMechanic_1Desc,"Workplace for making basic vehicles such as bicycles, minibikes, motorcycles, their parts and mods."
ulmStationMechanic_2,"Mechanic's Table (Tier 2)"
ulmStationMechanic_2Desc,"Workplace for making advanced vehicles such as cars, trucks, their parts and mods."
ulmStationMortarAndPestle_1,"Mortar and Pestle"
ulmStationMortarAndPestle_1Desc,"Workplace for grinding down various items into powder."
ulmStationRecycler_1,"Recycling Station"
ulmStationRecycler_1Desc,"Workplace for breaking down items into their base components."
ulmStationRepair_T,"Trader's Repair Station"
ulmStationRepair_TDesc,"Allows item repair for coin."
ulmStationResearch_1,"Research Station"
ulmStationResearch_1Desc,"Workplace for researching tier 1 technologies and blueprints."
ulmStationResearch_2,"Research Station (Tier 2)"
ulmStationResearch_2Desc,"Workplace for researching tier 2 technologies and blueprints."
ulmStationResearch_3,"Research Station (Tier 3)"
ulmStationResearch_3Desc,"Workplace for researching tier 3 technologies and blueprints."
ulmStationSawbench_1,"Circular Saw"
ulmStationSawbench_1Powered,"Sawbench"
ulmStationSawbench_1PoweredDesc,"Allows processing of raw wood like logs into more useful materials, such as planks etc."
ulmStationSawbench_2Powered,"Sawbench (Tier 2)"
ulmStationSawbench_2PoweredDesc,"Allows processing of raw wood like logs into more useful materials, such as planks etc."
ulmStationSawbench_3Powered,"Sawbench (Tier 3)"
ulmStationSawbench_3PoweredDesc,"Allows processing of raw wood like logs into more useful materials, such as planks etc."
ulmStationStoveModernPowered,"Powered Modern Stove"
ulmStationStoveModernPoweredDesc,"Cook fancy meals using this exceptionally modern style mediocre stove with a serviceable digital interface. Digital inputs make it slightly easier to use than the Retro Stove, but otherwise everything else is the same."
ulmStationStoveRetroPowered,"Powered Retro Stove"
ulmStationStoveRetroPoweredDesc,"Cook fancy meals using this exceptionally retro style mediocre stove. It's the cook, that matters, not the tools, right?"
ulmStationStovePoweredVariantHelper,"Powered Stove"
ulmStationStovePoweredVariantHelperDesc,"For more fancy meals a Campfire will not be enough, this is where a Powered Stove can come in very handy!"
ulmStationTableSawPowered,"Table Saw"
ulmStationTailor_1,"Tailor's Station"
ulmStationTailor_1Desc,"Workplace for crafting fabric, clothing and armor."
ulmStationTailor_2,"Tailor's Station (Tier 2)"
ulmStationTailor_2Desc,"Workplace for crafting fabric, clothing and armor."
ulmStationWorkbench_1,"Workbench"
ulmStationWorkbench_1Desc,"Allows you to craft basic items or blocks."
ulmStationWorkbench_2,"Workbench (Tier 2)"
ulmStationWorkbench_2Desc,"Allows you to craft improved and basic items or blocks."
ulmStationWorkbench_3,"Workbench (Tier 3)"
ulmStationWorkbench_3Desc,"Allows you to craft the most advanced, improved and basic items and blocks."
ulmStationWorkbenchCollapsed,"Collapsed Workbench"
